"id","Image","Product Name","Category","Tag","Product Information","Origin","Ingredients","Nutritional Content","Storage","Other Information","Buy Two Get","Price","Price Per Item","Compare Price","Pant","Status","Weight","Discount Price","Subcategory","Sub-subcategory"
"290","https://livsham2.softwarebyte.co/assets/images/product_image/62268.jpg","Nappar Cola","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Smaskens för cola-älskaren</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Denmark","Glukossirap; socker; gelatin; druvsocker; syra: citronsyra; karamelliserat socker; arom; palmolja; ytbehandlingsmedel: bivax vitt och gult, karnaubavax.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1459 kJ/343 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett &lt;0.5 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0.1 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 77 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 46 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 6.9 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.07 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","9,95","","124,38 kr/kg","","In Stock","80g","","Godis","Godis i påse"
"291","https://livsham2.softwarebyte.co/assets/images/product_image/43725.jpg","Tonfisk i Vatten","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><h4>MSC certifierad Skipjack tonfisk i vatten består av fina filébitar som är fiskad på ett hållbart sätt.</h4></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Thailand","TONFISKFILÉ i bitar (SKIPJACK), vatten, salt. Fångstområde: TONFISK (KATSUWONUS PELAMIS) - Väst- eller östcentrala Stilla havet (FAO 71/77) eller Västra Indiska Oceanen.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 gram:</p><p>Energi 460 kJ/110 kcal</p><p>Fett 0.2 g</p><p>-varav mättat fett 0 g</p><p>Kolhydrat 0 g</p><p>-varav sockerarter 0 g</p><p>Protein 26 g</p><p>Salt 1 g</p><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras vid högst 25°C. Efter öppnandet: Kylförvaring, max 2 dagar.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","32,50","","216,67 kr/kg","","In Stock","200g","","Konserver & burkar","Fisk-& skaldjurskonserver"
"292","https://livsham2.softwarebyte.co/assets/images/product_image/61994.jpg","S-märke Supersurt","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">S-märke är en storsäljande klassiskt favorit i godissegmentet bland såväl lösvikt som i påse. Genom åren har produkten kommit ut i flera olika smaker och finns idag både som gelégodis och i skumkonsistens. Du kan idag hitta S-märke i 8 olika smaker. Med sin intensiva smak brukar produkten bli en favorit hos konsumenter som föredrar supersalt eller supersurt godis. Produkten är tillverkad i Sverige och har varit en tradition sedan 1956.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Sverige","Socker, glukos, gelatin(nöt), surhetsreglerande medel (äppelsyra, natriumcitrat), aromer, färgämnen( kurkumin, karmin, klorofyllinkopparkomplex).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1550 kJ/370 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 81 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 58 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 6.1 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.1 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","10,95","","136,88 kr/kg","","In Stock","80g","","Godis","Godis i påse"
"293","https://livsham2.softwarebyte.co/assets/images/product_image/55710.jpg","Mentos frukt","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(58, 58, 58);"">Mentos med fruktsmak är tuggvänliga godistabletter. Tabletterna är ovalformade med ett hårt skal och mjuk kärna.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Sverige","Socker, glukossirap, fruktsaft (jordgubb, apelsin, citron) (2%), fullhärdad kokosolja, syra (citronsyra), stärkelse, aromämnen, maltodextrin, förtjockningsmedel (gellangummi, cellulosagummi, gummi arabicum), emulgeringsmedel (sackarosestrar av fettsyror), ytbehandlingsmedel (karnaubavax, bivax), färgämnen (betakaroten, rödbetsrött).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1648 kJ/388 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 1.9 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 1.7 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 92 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 69 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.1 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","9,95","","261,84 kr/kg","","In Stock","38g","","Godis","Godis i påse"
"294","https://livsham2.softwarebyte.co/assets/images/product_image/76455.jpg","Pim Pim Malaco","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(58, 58, 58);"">Malaco PimPim är en välkänd godisbåt som varit med sedan 1932 och är en av Malacos äldsta klassiker. Den goda båten med hallonsmak är lika populär nu som då. PimPim hallonbåtar i påse. Godispåsen innehåller 80 g. Malaco - Lördag hela veckan</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Sverige","Glukossirap, socker/sukker, stärkelse/stivelse, gelatin, syra (E270), aromer, vegetabiliska oljor (kokos, raps), ytbehandlings-/overfladebehandlingsmiddel (karnaubavax/voks), färgämnen/farvestoffer (E120, E160a).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 g:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 1481 kJ/349 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0.3 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0.2 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 81 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 62 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 4.1 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 0.05 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","10,95","","136,88 kr/kg","","In Stock","80g","","Godis","Godis i påse"
"295","https://livsham2.softwarebyte.co/assets/images/product_image/90739.jpg","Tonfisk i vatten","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Tonfisk i vatten från Garant. 170 gram, avrunnen vikt 120 gram.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Mauritius","TONFISK*, vatten, salt. *TONFISK av arten SKIPJACK (KATSUWONUS PELAMIS). TONFISKen är fiskad med selektiv ringnot i västra Stilla Havet (FAO 71, 77) eller i östra Indiska Oceanen (FAO 51, 57).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 417 kJ/98 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 0.7 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 0.2 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Fiber 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 23 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 1 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras i rumstemperatur. Innehåll i öppnad förpackning förvaras i ett annat kärl i kylskåp vid max +8°C, hållbar i cirka 2 dagar.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","19,90","","165,83 kr/kg","","In Stock","170g","","Konserver & burkar","Fisk-& skaldjurskonserver"
"296","https://livsham2.softwarebyte.co/assets/images/product_image/35943.jpg","Tonfisk i solrosolja","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(65, 66, 65);"">MSC-certifierade tonfiskfiléer i olja. MSC-certifieringen talar om att tonfisken är ett bra val, fiskad med säkra metoder, hållbara bestånd och med full spårbarhet. Fisken är också fångad från fartyg med höga krav på minsta miljöbelastning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Mauritius","Tonfisken är fiskad med selektiv ringnot i västra Stilla Havet (FAO 71, 77).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 798 kJ/191 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 10 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 1.5 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Fiber 0 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 25 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Salt 1 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras i rumstemperatur. Innehåll i öppnad förpackning förvaras i ett annat kärl i kylskåp vid max +8°C, hållbar i cirka 2 dagar.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","19,90","","165,83 kr/kg","","In Stock","170g","","Konserver & burkar","Fisk-& skaldjurskonserver"
"299","https://livsham2.softwarebyte.co/assets/images/product_image/12279.jpg","Pomodori Ciliegino Secchi","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(65, 66, 65);"">Pomodori secchi a filetti. Strimlade soltorkade tomater. Med en smak av italiensk matkultur, serveras våra finaste strimlade soltorkade tomater som tillbehör eller för extra smak i matlagningen.&nbsp;</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","Strimlad soltorkad tomat 53%, solrosolja, salt, vitvinsvinäger (vin (innehåller SULFIT), vatten), socker, surhetsreglerande medel (askorbinsyra).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 gram:</p><p>Energi&nbsp;950 kJ/ 220 kcal</p><p>Fett&nbsp;16 g</p><p>&nbsp;varav mättat fett 1.8 g</p><p>Kolhydrat&nbsp;13 g</p><p>&nbsp;varav sockerarter 9.1 g</p><p>Protein&nbsp;3.3 g</p><p>Fiber 2.9 g</p><p>Salt&nbsp;2.8 g</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och svalt. Öppnad förpackning förvaras i kylskåp +8°C i ca 15 dagar.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","35,90","","231,61 kr/kg","","In Stock","290g","","Oliver & delikatesser","Delikatesser"
"300","https://livsham2.softwarebyte.co/assets/images/product_image/63919.jpg","Djungelvrål Malaco","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(58, 58, 58);"">Djungelvrål kom 1982 och sedan dess har de vrålsalta lakritsdjuren varit en av Malacos favorit hos många godisälskare. Passar dig som älskar extra salt salmiak. Godispåsen innehåller 80 g. Malaco - Lördag hela veckan</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Sverige","Glukossirap, socker, stärkelse, modifierad stärkelse, ammoniumklorid (=salmiak), lakritsextrakt, färgämne (E153), arom.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 g:</p><p>Energi 1481 kJ/349 kcal</p><p>Fett 0.1 g</p><p>-varav mättat fett 0 g</p><p>Kolhydrat 87 g</p><p>-varav sockerarter 48 g</p><p>Protein 0 g</p><p>Salt 0.19 g</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","10,95","","136,88 kr/kg","","In Stock","80g","","Godis","Godis i påse"
"301","https://livsham2.softwarebyte.co/assets/images/product_image/28424.jpg","Tomater Soltorkade","Skafferi","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(26, 25, 25);"">Soltorkade tomater från Monte Castello</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Italien","Soltorkade tomater 58%, solrosolja, salt, vinäger (vin (innehåller SULFIT), vatten), socker, surhetsreglerande medel (askorbinsyra).","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Per 100 gram:</p><p>Energi 892 kJ/215 kcal</p><p>Fett 16 g</p><p>-varav mättat fett 1.8 g</p><p>Kolhydrat 13 g</p><p>-varav sockerarter 9.1 g</p><p>Fiber 2.9 g</p><p>Protein 3.3 g</p><p>Salt 3.2 g</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och svalt. Öppnad förpackning förvaras i kylskåp +8°C","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","69,90","","124,82 kr/kg","","In Stock","970g","","Oliver & delikatesser","Delikatesser"
"302","https://livsham2.softwarebyte.co/assets/images/product_image/55251.jpg","Kinder Ägg 3-Pack","Godis & snacks","Lager","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p>Kinder Suprise i äggform choklad med leksak inuti.</p><p><strong><u>OBS! Passar EJ barn under 3 år!</u></strong></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Belgien","MJÖLKCHOKLAD 47% (socker, HELMJÖLKSPULVER, kakaosmör, kakaomassa, emulgeringsmedel: lecitiner (SOJA); vanillin), SKUMMJÖLKSPULVER, socker, vegetabiliska fetter (palm, shea), SMÖRKONCENTRAT, emulgeringsmedel: lecitiner (SOJA), vanillin. Mjölkbeståndsdelar totalt: 32% - Kakaohalt totalt: 15%.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(38, 38, 58);"">Per 100 gram:</span></p><p><span style=""color: rgb(38, 38, 58);"">Energi 2302 kJ/552 kcal</span></p><p><span style=""color: rgb(38, 38, 58);"">Fett 34.2 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav mättat fett 22.6 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Kolhydrat 52.3 g</span></p><p><span style=""color: rgb(38, 38, 58);"">-varav sockerarter 52.1 g</span></p><p><span style=""color: rgb(38, 38, 58);"">Protein 8.1 g</span></p><p><span style=""color: rgb(38, 38, 58);"">﻿Salt 0.323 g</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Förvaras torrt och i rumstemperatur.","<div class=""ql-editor"" data-gramm=""false"" contenteditable=""true""><p><span style=""color: rgb(33, 37, 41);"">Livshem har ambitionen att alltid ge rätt produkt information. Förändringar i produktens innehåll kan ske över tid, kontrollera därför alltid före användning informationen på produktens förpackning.</span></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","26,95","","449,17 kr/kg","","In Stock","60g","","Choklad","Chocklad Ask"
